Plot,Total_Cover,Scientific_name,Species_name,Sp_Cover,Flower,Fruit,Seedling_Only,Canopy_Cover,Intercept_Rank,Collected,Unkn_No.(MCG001),Comments,Date,Botanist,Assistant,Clean up Notes
249,"""76-95""",Symphyotrichum lateriflorum,calico aster,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
250,"""96-100""",Ageratina altissima,white snakeroot,"""6-25""",Y,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Amphicarpaea bracteata,American hogpeanut,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Anemone virginiana,tall thimbleweed,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Carex sp.,sedge sp.,"""1-5""",NA,NA,NA,NA,NA,,,"3mm W 3ft long Xsect flattened V,sheath orangish, base brown",9/8/21,Mary-Claire,,
250,"""96-100""",Circaea canadensis,broadleaf enchanter's nightshade,"""1-5""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Eutrochium purpureum,sweetscented joe pye weed,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Galium triflorum,fragrant bedstraw,"""1-5""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Geranium maculatum,spotted geranium,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Helianthus strumosus,paleleaf woodland sunflower,"""1-5""",Y,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Hylodesmum glutinosum,pointed tick trefoil,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Monarda fistulosa,wild bergamot,"""6-25""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Phalaris arundinacea,reed canarygrass,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Prunella vulgaris,common selfheal,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Rhus glabra,smooth sumac,"""6-25""",NA,NA,NA,NA,2,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Rubus allegheniensis,Allegheny blackberry,"""6-25""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Rudbeckia hirta,blackeyed Susan,"""<1""",NA,NA,Y,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Solidago canadensis,Canada goldenrod,"""76-95""",Y,NA,NA,NA,1,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Solidago gigantea,giant goldenrod,"""1-5""",Y,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
250,"""96-100""",Vitis riparia,riverbank grape,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
251,"""76-95""",Ageratina altissima,white snakeroot,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
251,"""76-95""",Agrostis gigantea,redtop,"""6-25""",NA,Y,NA,NA,NA,,,,9/8/21,Isaac,,
251,"""76-95""",Celastrus orbiculatus,Oriental bittersweet,"""6-25""",NA,NA,NA,NA,4,,,,9/8/21,Isaac,,
251,"""76-95""",Circaea canadensis,broadleaf enchanter's nightshade,"""1-5""",NA,Y,NA,NA,NA,,,,9/8/21,Isaac,,
251,"""76-95""",Cornus racemosa,gray dogwood,"""6-25""",NA,NA,NA,NA,3,,,,9/8/21,Isaac,,
251,"""76-95""",Cuscuta gronovii,scaldweed,"""<1""",NA,Y,NA,NA,NA,,,,9/8/21,Isaac,,
251,"""76-95""",Desmodium canadense,showy ticktrefoil,"""1-5""",NA,Y,NA,NA,NA,,,,9/8/21,Isaac,,
251,"""76-95""",Galium triflorum,fragrant bedstraw,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
251,"""76-95""",Helianthus strumosus,paleleaf woodland sunflower,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
251,"""76-95""",Populus deltoides,eastern cottonwood,"""26-50""",NA,NA,NA,NA,2,,,,9/8/21,Isaac,,
251,"""76-95""",Prunus serotina,black cherry,"""6-25""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
251,"""76-95""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,NA,NA,NA,,,Maybe herbicide application to solidago?,9/8/21,Isaac,,
251,"""76-95""",Solidago canadensis,Canada goldenrod,"""1-5""",NA,NA,NA,NA,1,,,,9/8/21,Isaac,,
251,"""76-95""",Symphyotrichum lateriflorum,calico aster,"""1-5""",Y,NA,NA,NA,NA,,,,9/8/21,Isaac,,
251,"""76-95""",Symphyotrichum novae-angliae,New England aster,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
252,"""96-100""",Ageratina altissima,white snakeroot,"""<1""",NA,NA,Y,NA,NA,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Agrostis gigantea,redtop,"""6-25""",NA,NA,NA,NA,4,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Asclepias syriaca,common milkweed,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Carex tenera,quill sedge,"""1-5""",NA,NA,NA,NA,5,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Circaea canadensis,broadleaf enchanter's nightshade,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Epilobium coloratum,purpleleaf willowherb,"""<1""",NA,NA,Y,NA,NA,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Galium triflorum,fragrant bedstraw,"""1-5""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Geum canadense,white avens,"""<1""",NA,NA,Y,NA,NA,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Hackelia virginiana,beggarslice,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Helianthus strumosus,paleleaf woodland sunflower,"""1-5""",Y,NA,NA,NA,3,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Monarda fistulosa,wild bergamot,"""<1""",NA,NA,Y,NA,NA,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Rhamnus cathartica,common buckthorn,"""<1""",NA,NA,Y,NA,NA,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Rhus glabra,smooth sumac,"""26-50""",NA,NA,NA,NA,2,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Rubus idaeus,American red raspberry,"""26-50""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Solidago canadensis,Canada goldenrod,"""51-75""",Y,NA,NA,NA,1,,,,9/8/21,Mary-Claire,,
252,"""96-100""",Veronicastrum virginicum,Culver's root,"""6-25""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
253,"""96-100""",Ageratina altissima,white snakeroot,"""1-5""",Y,NA,NA,NA,3,,,,9/8/21,Isaac,,
253,"""96-100""",Carex tenera,quill sedge,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
253,"""96-100""",Cornus racemosa,gray dogwood,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
253,"""96-100""",Galium triflorum,fragrant bedstraw,"""1-5""",NA,Y,NA,NA,NA,,,,9/8/21,Isaac,,
253,"""96-100""",Helianthus strumosus,paleleaf woodland sunflower,"""6-25""",Y,NA,NA,NA,2,,,,9/8/21,Isaac,,
253,"""96-100""",Juncus tenuis,poverty rush,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
253,"""96-100""",Lonicera X bella,Bell's honeysuckle,"""6-25""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
253,"""96-100""",Phalaris arundinacea,reed canarygrass,"""<1""",NA,Y,NA,NA,NA,,,,9/8/21,Isaac,,
253,"""96-100""",Quercus macrocarpa,bur oak,"""1-5""",NA,NA,NA,"""76-95""",1,,,,9/8/21,Isaac,,
253,"""96-100""",Solidago canadensis,Canada goldenrod,"""1-5""",Y,NA,NA,NA,NA,,,,9/8/21,Isaac,,
254,"""76-95""",Agrostis gigantea,redtop,"""6-25""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Carex stricta,upright sedge,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Convolvulus arvensis,field bindweed,"""6-25""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Elymus canadensis,Canada wildrye,"""<1""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Elymus repens,quackgrass,"""<1""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Helianthus grosseserratus,Saw-tooth Sunflower,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Juncus tenuis,poverty rush,"""<1""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Lycopus americanus,Water Horehound,"""<1""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Persicaria hydropiper,marshpepper knotweed,"""26-50""",Y,NA,NA,NA,1,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Persicaria maculosa,spotted ladysthumb,"""26-50""",Y,NA,NA,NA,2,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Phalaris arundinacea,reed canarygrass,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Poa pratensis,Kentucky bluegrass,"""6-25""",NA,Y,NA,NA,3,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Solidago gigantea,giant goldenrod,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Symphyotrichum lanceolatum,white panicled American aster,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Symphyotrichum novae-angliae,New England aster,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
254,"""76-95""",Viburnum rafinesqueanum,downy arrowwood,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
255,"""51-75""",Elymus repens,quackgrass,"""<1""",NA,Y,NA,NA,NA,,,,9/8/21,Isaac,,
255,"""51-75""",Erigeron canadensis,Canadian horseweed,"""<1""",NA,Y,NA,NA,NA,,,,9/8/21,Isaac,,
255,"""51-75""",Fragaria virginiana,Wild Strawberry,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
255,"""51-75""",Melilotus albus,white sweet-clover,"""<1""",NA,NA,NA,NA,1,,,,9/8/21,Isaac,,
255,"""51-75""",Phalaris arundinacea,reed canarygrass,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
255,"""51-75""",Poa compressa,Canada bluegrass,"""1-5""",NA,NA,NA,NA,3,,,,9/8/21,Isaac,,
255,"""51-75""",Rorippa palustris,bog yellowcress,"""1-5""",Y,Y,NA,NA,NA,,,erosion matting ,9/8/21,Isaac,,
255,"""51-75""",Rudbeckia hirta,blackeyed Susan,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
255,"""51-75""",Solidago canadensis,Canada goldenrod,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
255,"""51-75""",Trifolium hybridum,alsike clover,"""6-25""",Y,NA,NA,NA,2,,,,9/8/21,Isaac,,
256,"""96-100""",Carex sp.,sedge sp.,"""1-5""",NA,NA,NA,NA,NA,,,"planted, yellowish 8mm W 1.5ft long, spongy base 6mm W, Xsect flattened V,sheath translucent",9/8/21,Mary-Claire,,
256,"""96-100""",Daucus carota,Queen Anne's lace,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
256,"""96-100""",Elymus repens,quackgrass,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
256,"""96-100""",Fragaria virginiana,Wild Strawberry,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
256,"""96-100""",Geum aleppicum,yellow avens,"""<1""",NA,NA,Y,NA,NA,,,,9/8/21,Mary-Claire,,
256,"""96-100""",Melilotus albus,white sweet-clover,""">95""",Y,NA,NA,NA,1,,,"erosion blanket, mown",9/8/21,Mary-Claire,,
256,"""96-100""",Oxalis stricta,common yellow oxalis,"""<1""",NA,NA,Y,NA,NA,,,,9/8/21,Mary-Claire,,
256,"""96-100""",Rudbeckia hirta,blackeyed Susan,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
256,"""96-100""",Solidago gigantea,giant goldenrod,"""<1""",NA,NA,Y,NA,NA,,,,9/8/21,Mary-Claire,,
256,"""96-100""",Trifolium pratense,red clover,"""6-25""",Y,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
256,"""96-100""",Vernonia sp.,ironweed,"""<1""",NA,NA,Y,NA,NA,,,,9/8/21,Mary-Claire,,
257,"""76-95""",Agrostis gigantea,redtop,"""6-25""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
257,"""76-95""",Calystegia sepium,hedge false bindweed,"""1-5""",NA,NA,NA,NA,1,,,,9/8/21,Isaac,,
257,"""76-95""",Carex pellita,woolly sedge,"""6-25""",NA,NA,NA,NA,2,,,,9/8/21,Isaac,,
257,"""76-95""",Cirsium discolor,field thistle,"""6-25""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
257,"""76-95""",Cornus racemosa,gray dogwood,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
257,"""76-95""",Monarda fistulosa,wild bergamot,"""6-25""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
257,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""26-50""",NA,Y,NA,NA,NA,,,,9/8/21,Isaac,,
257,"""76-95""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,NA,,,,9/8/21,Isaac,,
257,"""76-95""",Symphyotrichum lateriflorum,calico aster,"""1-5""",Y,NA,NA,NA,3,,,,9/8/21,Isaac,,
257,"""76-95""",Symphyotrichum novae-angliae,New England aster,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
258,"""76-95""",Agrostis gigantea,redtop,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Carex sp.,sedge sp.,"""<1""",NA,NA,NA,NA,NA,,,"basal leaves, 3mm W 3ft long, rough, Xsect M, sheath orange",9/8/21,Mary-Claire,,
258,"""76-95""",Carex tenera,quill sedge,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Circaea canadensis,broadleaf enchanter's nightshade,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Cornus racemosa,gray dogwood,"""26-50""",NA,NA,NA,NA,2,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Erigeron annuus,eastern daisy fleabane,"""1-5""",NA,NA,NA,NA,3,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Euphorbia esula,leafy spurge,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Galium triflorum,fragrant bedstraw,"""6-25""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Hackelia virginiana,beggarslice,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Helianthus grosseserratus,Saw-tooth Sunflower,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Monarda fistulosa,wild bergamot,"""6-25""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Oxalis stricta,common yellow oxalis,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Rubus occidentalis,black raspberry,"""<1""",NA,NA,Y,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Rudbeckia hirta,blackeyed Susan,"""6-25""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Solidago canadensis,Canada goldenrod,"""26-50""",Y,NA,NA,NA,1,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Solidago gigantea,giant goldenrod,"""6-25""",Y,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Symphyotrichum lateriflorum,calico aster,"""6-25""",Y,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Symphyotrichum novae-angliae,New England aster,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
258,"""76-95""",Unknown herb,Unknown herb,"""1-5""",NA,NA,NA,NA,NA,Y,,"rumex sp. , picture",9/8/21,Mary-Claire,,
259,"""76-95""",Andropogon gerardi,big bluestem,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
259,"""76-95""",Coreopsis palmata,stiff tickseed,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
259,"""76-95""",Cornus racemosa,gray dogwood,"""26-50""",NA,NA,NA,NA,1,,,,9/8/21,Isaac,,
259,"""76-95""",Cuscuta gronovii,scaldweed,"""<1""",NA,Y,NA,NA,NA,,,,9/8/21,Isaac,,
259,"""76-95""",Dichanthelium leibergii,Leiberg's panicum,"""<1""",NA,NA,NA,NA,2,,,,9/8/21,Isaac,,
259,"""76-95""",Galium triflorum,fragrant bedstraw,"""1-5""",NA,Y,NA,NA,NA,,,,9/8/21,Isaac,,
259,"""76-95""",Muhlenbergia mexicana,Mexican muhly,"""6-25""",Y,NA,NA,NA,NA,,,,9/8/21,Isaac,,
259,"""76-95""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
259,"""76-95""",Rudbeckia subtomentosa,sweet coneflower,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
259,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""6-25""",NA,Y,NA,NA,NA,,,,9/8/21,Isaac,,
259,"""76-95""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,NA,,,,9/8/21,Isaac,,
259,"""76-95""",Solidago gigantea,giant goldenrod,"""26-50""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
259,"""76-95""",Symphyotrichum lateriflorum,calico aster,"""1-5""",Y,NA,NA,NA,NA,,,,9/8/21,Isaac,,
259,"""76-95""",Vicia americana,American vetch,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Isaac,,
260,"""76-95""",Andropogon gerardi,big bluestem,"""6-25""",NA,NA,NA,NA,1,,,,9/8/21,Mary-Claire,,
260,"""76-95""",Calystegia sepium,hedge false bindweed,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
260,"""76-95""",Carex molesta,field oval sedge,"""1-5""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
260,"""76-95""",Carex tenera,quill sedge,"""6-25""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
260,"""76-95""",Dichanthelium leibergii,Leiberg's panicum,"""1-5""",NA,NA,NA,NA,5,,,,9/8/21,Mary-Claire,,
260,"""76-95""",Hypericum perforatum,common St. Johnswort,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
260,"""76-95""",Monarda fistulosa,wild bergamot,"""6-25""",NA,Y,NA,NA,4,,,,9/8/21,Mary-Claire,,
260,"""76-95""",Poa compressa,Canada bluegrass,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
260,"""76-95""",Rhus glabra,smooth sumac,"""6-25""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
260,"""76-95""",Solidago canadensis,Canada goldenrod,"""51-75""",Y,NA,NA,NA,3,,,,9/8/21,Mary-Claire,,
260,"""76-95""",Solidago gigantea,giant goldenrod,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
260,"""76-95""",Symphyotrichum novae-angliae,New England aster,"""6-25""",Y,NA,NA,NA,2,,,,9/8/21,Mary-Claire,,
260,"""76-95""",Viola sp.,voilet sp.,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
261,"""51-75""",Calystegia sepium,hedge false bindweed,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
261,"""51-75""",Cirsium discolor,field thistle,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
261,"""51-75""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,3,,,,9/8/21,Mary-Claire,,
261,"""51-75""",Poa compressa,Canada bluegrass,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
261,"""51-75""",Rhus typhina,staghorn sumac,"""26-50""",NA,NA,NA,NA,2,,,,9/8/21,Mary-Claire,,
261,"""51-75""",Rubus allegheniensis,Allegheny blackberry,"""6-25""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
261,"""51-75""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
261,"""51-75""",Solidago canadensis,Canada goldenrod,"""26-50""",Y,Y,NA,NA,1,,,,9/8/21,Mary-Claire,,
262,"""76-95""",Baptisia alba,white wild indigo,"""1-5""",NA,Y,NA,NA,2,,,,9/8/21,Mary-Claire,,
262,"""76-95""",Carex tenera,quill sedge,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
262,"""76-95""",Cornus racemosa,gray dogwood,"""6-25""",NA,NA,NA,NA,4,,,,9/8/21,Mary-Claire,,
262,"""76-95""",Erigeron annuus,eastern daisy fleabane,"""1-5""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
262,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
262,"""76-95""",Oenothera biennis,common evening primrose,"""1-5""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
262,"""76-95""",Rubus allegheniensis,Allegheny blackberry,"""26-50""",NA,NA,NA,NA,3,,,,9/8/21,Mary-Claire,,
262,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""<1""",NA,NA,Y,NA,NA,,,,9/8/21,Mary-Claire,,
262,"""76-95""",Solidago canadensis,Canada goldenrod,"""26-50""",Y,NA,NA,NA,1,,,,9/8/21,Mary-Claire,,
262,"""76-95""",Symphyotrichum novae-angliae,New England aster,"""1-5""",Y,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
262,"""76-95""",Taenidia integerrima,yellow pimpernel,"""1-5""",NA,Y,NA,NA,NA,,,,9/8/21,Mary-Claire,,
262,"""76-95""",Tradescantia ohiensis,bluejacket,"""<1""",NA,NA,NA,NA,NA,,,,9/8/21,Mary-Claire,,
263,"""76-95""",Arnoglossum atriplicifolium,pale Indian plantain,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
263,"""76-95""",Echinacea purpurea,eastern purple coneflower,"""6-25""",Y,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
263,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,3,,,,9/9/21,Mary-Claire,,
263,"""76-95""",Rhus glabra,smooth sumac,"""26-50""",NA,Y,NA,NA,1,,,,9/9/21,Mary-Claire,,
263,"""76-95""",Solidago canadensis,Canada goldenrod,"""26-50""",Y,NA,NA,NA,2,,,,9/9/21,Mary-Claire,,
263,"""76-95""",Solidago gigantea,giant goldenrod,"""6-25""",Y,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
263,"""76-95""",Symphyotrichum novae-angliae,New England aster,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Arnoglossum atriplicifolium,pale Indian plantain,"""26-50""",NA,NA,NA,NA,3,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Asclepias syriaca,common milkweed,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Calystegia sepium,hedge false bindweed,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Circaea canadensis,broadleaf enchanter's nightshade,"""<1""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Cirsium discolor,field thistle,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Cornus racemosa,gray dogwood,"""26-50""",NA,NA,NA,NA,1,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Geum aleppicum,yellow avens,"""<1""",NA,NA,Y,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Helianthus grosseserratus,Saw-tooth Sunflower,"""1-5""",Y,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Hypericum perforatum,common St. Johnswort,"""1-5""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Oenothera biennis,common evening primrose,"""<1""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Packera paupercula,balsalm groundsel,"""<1""",NA,NA,NA,NA,NA,Y,,Packera paupercula,9/9/21,Mary-Claire,,
264,"""76-95""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Rubus idaeus,American red raspberry,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""<1""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,2,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Solidago gigantea,giant goldenrod,"""6-25""",Y,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
264,"""76-95""",Viola sp.,voilet sp.,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Andropogon gerardi,big bluestem,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Arnoglossum atriplicifolium,pale Indian plantain,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Celastrus orbiculatus,Oriental bittersweet,"""26-50""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Cornus racemosa,gray dogwood,"""6-25""",NA,NA,NA,NA,2,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Desmodium illinoense,Illinois tick trefoil,"""1-5""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Erigeron annuus,eastern daisy fleabane,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
